"Product Name",Category,age_range,purchase_count,profit
"Contoso 16GB Mp5 Player M1600 White",Audio,60+,25,2581.53
"Fabrikam Refrigerator 1.7CuFt E1200 Brown","Home Appliances",60+,2,114.33
"Proseware LCD20W M230 Black",Computers,60+,3,645.33
"Fabrikam Business Videographer 1/2" 3mm M500 Orange","Cameras and camcorders",60+,22,9803.62
"Contoso ADSL Modem Splitter/Filter X 1 E100 Grey",Computers,60+,12,101.24
"Contoso Air conditioner 10000BTU M0490 White","Home Appliances",60+,4,847.25
"SV 16xDVD M300 Black","TV and Video",60+,54,3346.61
"Litware Microwave 0.8CuFt E080 Red","Home Appliances",60+,7,293.99
"Litware 17'' Oscillating Pedestal Fan M125 White","Home Appliances",60+,5,567.15
"Fabrikam Laptop10.1 M0100 White",Computers,60+,38,7532.47
"Fabrikam SLR Camera 35" X358 Silver Grey","Cameras and camcorders",60+,7,1806.78
"Contoso 2-Line Speakerphone M109 Grey","Cell phones",60+,14,233.08
"Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey","Cameras and camcorders",60+,10,1731.96
"A. Datum SLR-like Digital Camera M400 Azure","Cameras and camcorders",60+,10,976.12
"Contoso Wireless Laser Mouse E50 Silver",Computers,60+,16,154.62
"Litware 18'' Oscillating Pedestal Fan M135 White","Home Appliances",60+,13,2457.65
"WWI Laptop19W X0196 Blue",Computers,60+,34,30517.23
"MGS Flight Simulator X 2008 E133","Games and Toys",60+,42,889.77
"Contoso Air conditioner 6000BTU E0180 Silver","Home Appliances",60+,5,468.58
"Litware Microwave 0.8CuFt E080 Grey","Home Appliances",60+,23,1128.54
"Contoso SLR Camera X145 Pink","Cameras and camcorders",60+,15,5824.54
"A. Datum Point Shoot Digital Camera M500 Silver Grey","Cameras and camcorders",60+,30,3208.5
"MGS Hand Games for Office worker L299 Silver","Games and Toys",60+,67,775.66
"Litware Floor Lamp X1015 White","Home Appliances",60+,3,1275.81
"SV Keyboard E10 Black",Computers,60+,15,317.9
"Contoso DVD 55DVD Storage Binder M56 Black","Music, Movies and Audio Books",60+,88,580.75
"Proseware Projector 720p DLP56 Silver",Computers,60+,5,2187.81
"Contoso Bluetooth Notebook Mouse E70 Silver",Computers,60+,13,295.1
"Contoso Mouse Lock Bundle E200 Black",Computers,60+,7,51
"Contoso Phone for MSN E200 Black","Cell phones",60+,16,116
"Contoso Projector 1080p X980 White",Computers,60+,35,54478.55
"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Computers,60+,27,3858.55
"A. Datum SLR Camera 35" M358 Silver","Cameras and camcorders",60+,20,3603.79
"Litware Microwave 1.5CuFt X110 Blue","Home Appliances",60+,18,7761.58
"Contoso Screen 113in M251 Silver",Computers,60+,7,1113.04
"The Phone Company Smart phones 160x160 M26 Pink","Cell phones",60+,17,1887.37
"MGS MechWarrior 4 Mach Packs X100","Games and Toys",60+,59,4389.36
"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Black",Computers,60+,23,1850.25
"A. Datum Consumer Digital Camera M300 Pink","Cameras and camcorders",60+,3,298.98
"Proseware Screen 125in X1609 Black",Computers,60+,28,9010.96
"Litware Home Theater System 4.1 Channel M411 Brown","TV and Video",60+,5,1617.7
"Contoso 2-Line Corded Cordless Telephone M202 Black","Cell phones",60+,40,624.9
"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure","Cameras and camcorders",60+,9,1700.65
"The Phone Company PDA Wifi 3.5-inch M200 Silver","Cell phones",60+,54,7735.49
"Litware Microwave 0.9CuFt E090 Red","Home Appliances",60+,12,516.14
"Fabrikam Laptop14.1W M4180 Red",Computers,60+,37,8251.67
"The Phone Company PDA Handheld 3.5 inch M610 Black","Cell phones",60+,26,3339.37
"Litware Refrigerator 9.7CuFt M560 Green","Home Appliances",60+,5,1211.54
"Contoso Bluetooth Active Headphones L15 White","Cell phones",60+,67,5809.21
"Contoso Wireless Notebook Optical Mouse M35 White",Computers,60+,8,116.14
"A. Datum Advanced Digital Camera M300 Orange","Cameras and camcorders",60+,22,2203.85
"Contoso Home Theater System 4.1 Channel M1410 Brown","TV and Video",60+,10,1775.34
"MGS Bicycle Card Games2009 E166","Games and Toys",60+,28,417.61
"Contoso Dual Handset Cordless Phone System E20 Grey","Cell phones",60+,15,91.84
"Litware Home Theater System 5.1 Channel M511 Silver","TV and Video",60+,7,2527.05
"Contoso Phone Tough Skin Case E140 Silver","Cell phones",60+,25,274.32
"MGS Racing Madness 2 M370","Games and Toys",60+,19,876.52
"Adventure Works Desk Lamp E1300 White","Home Appliances",60+,2,69.31
"The Phone Company PDA Palm 3.7 inch M830 Black","Cell phones",60+,28,4439.33
"A. Datum SLR-like Digital Camera M400 Black","Cameras and camcorders",60+,14,1213.24
"Proseware Laser Fax Printer M250 Grey",Computers,60+,15,938.5
"Contoso 512MB MP3 Player E51 Blue",Audio,60+,24,147.47
"Contoso Laptop Starter Bundle M200 White",Computers,60+,20,165.84
"SV Rechargeable Bluetooth Notebook Mouse E80 Grey",Computers,60+,5,148.72
"Contoso Expandable 2-Handset Cordless Phone System M205 White","Cell phones",60+,10,241.02
"A. Datum Point n' Shoot Digital Camera M500 Azure","Cameras and camcorders",60+,24,2530.12
"Contoso Coffee Maker Auto 10C M1000 White","Home Appliances",60+,14,6440.59
"MGS Age of Empires III: The Asian Dynasties 2008 E126","Games and Toys",60+,13,210.55
"Proseware Air conditioner 7000BTU E260 White","Home Appliances",60+,13,1911.65
"Contoso Projector 480p M481 Silver",Computers,60+,3,642.81
"SV 16xDVD M320 Black","TV and Video",60+,35,2117.92
"Adventure Works Coffee Maker 4C E080 Black","Home Appliances",60+,10,658.04
"The Phone Company Touch Screen Phone 1600 TFT-1.4" L250 Gold","Cell phones",60+,63,27781.51
"SV Hand Games women M40 Silver","Games and Toys",60+,70,327.71
"Contoso SLR Camera M144 Gold","Cameras and camcorders",60+,14,2434.25
"Proseware Projector 1080p LCD86 Black",Computers,60+,15,24922.23
"Contoso Enhanced Capacity Battery M800 Black",Computers,60+,15,253.8
"Contoso Home/Office Laptop Power Adapter E300 White",Computers,60+,17,200.66
"Fabrikam Coffee Maker 5C E090 Black","Home Appliances",60+,7,511.28
"SV 16xDVD M330 Black","TV and Video",60+,22,1310.93
"Proseware Laptop8.9 E089 White",Computers,60+,13,1838.23
"Contoso Hybrid system M60 White","Cell phones",60+,24,408.41
"A. Datum Compact Digital Camera M200 Azure","Cameras and camcorders",60+,10,759.94
"Fabrikam Business Videographer 1'' 25mm M600 White","Cameras and camcorders",60+,36,17068.64
"Contoso Coffee Maker Auto 5C E0900 White","Home Appliances",60+,2,209.99
"Contoso Bluetooth Notebook Mouse E70 Grey",Computers,60+,12,322.2
"Fabrikam Refrigerator 4.6CuFt E2800 Grey","Home Appliances",60+,8,1449.56
"Litware Microwave 1.6CuFt M125 Silver","Home Appliances",60+,15,1745.67
"Proseware LCD19 E1000 Black",Computers,60+,18,1490.13
"Fabrikam Refrigerator 24.7CuFt X9800 Silver","Home Appliances",60+,6,12838.62
"Contoso Lens Adapter M450 White","Cameras and camcorders",60+,17,591.68
"The Phone Company Finger Touch Screen Phones M30 Gold","Cell phones",60+,113,11590.86
"Adventure Works 20" CRT TV E15 Black","TV and Video",60+,28,2295.01
"Proseware Duplex Scanner M200 Grey",Computers,60+,18,1412.34
"Litware Home Theater System 7.1 Channel X711 Brown","TV and Video",60+,1,741.57
"Contoso Conversion Lens M550 Blue","Cameras and camcorders",60+,15,1551.02
"Fabrikam Refrigerator 1.7CuFt E1200 Grey","Home Appliances",60+,6,423.27
"Proseware Laser Jet Color Printer X300 White",Computers,60+,25,3219.45
"Contoso 512MB MP3 Player E51 Silver",Audio,60+,36,219.69
"A. Datum All in One Digital Camera M200 Silver","Cameras and camcorders",60+,14,1461.2
"Contoso Lens Cap Keeper E314 Silver","Cameras and camcorders",60+,7,23.87
"Fabrikam Independent Filmmaker 1/2" 3mm X300 Orange","Cameras and camcorders",60+,10,10389.72
"Adventure Works Laptop16 M1600 Black",Computers,60+,24,8334.65
"Contoso Microwave 1.5CuFt X0110 Silver","Home Appliances",60+,15,6679.5
"Proseware Photo Inkjet Printer E290 Green",Computers,60+,34,1683.22
"Litware 18'' Oscillating Pedestal Fan M145 Yellow","Home Appliances",60+,11,2124.83
"Contoso SLR Camera 35" X358 Black","Cameras and camcorders",60+,13,3951.05
"Contoso Screen 125in M250 Black",Computers,60+,23,6744.32
"Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black","Cameras and camcorders",60+,13,12581.94
"Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black","Cameras and camcorders",60+,23,4833.45
"Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey","Cameras and camcorders",60+,13,8300.17
"Litware Home Theater System 5.1 Channel M513 Brown","TV and Video",60+,4,1277.52
"MGS Zoo Tycoon 2: Zookeeper Collection M260","Games and Toys",60+,35,1272.04
"The Phone Company Smart phones 4 GB of Memory M300 White","Cell phones",60+,8,1090.15
"Contoso 8GB MP3 Player new model M820 Blue",Audio,60+,27,1979.93
"NT Washer & Dryer 15.5in E1550 Silver","Home Appliances",60+,3,1812.81
"Fabrikam Social Videographer 2/3'' 17mm E100 Black","Cameras and camcorders",60+,14,1098.02
"WWI LCD19W M100 Black",Computers,60+,32,3014.06
"Adventure Works 20" LCD HDTV M120 Silver","TV and Video",60+,60,11262.02
"Litware Home Theater System 4.1 Channel M412 Brown","TV and Video",60+,1,402.06
"NT Bluetooth Stereo Headphones E52 Yellow",Audio,60+,65,815.17
"Contoso Water Heater 4.0GPM M1250 Green","Home Appliances",60+,32,14017.3
"Contoso USB 2.0 Dock Station docking station M800 Grey",Computers,60+,6,86.02
"WWI Projector 720p LCD56 Silver",Computers,60+,10,3775.6
"WWI Screen 125in M1611 White",Computers,60+,11,3850.96
"Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White","Cell phones",60+,38,91.04
"Contoso Expandable 4-Handset Cordless Phone System M206 Black","Cell phones",60+,21,440.48
"NT Washer & Dryer 21in E2100 Blue","Home Appliances",60+,4,3136.88
"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Computers,60+,11,973.44
"Fabrikam Microwave 0.8CuFt E0800 White","Home Appliances",60+,5,202.31
"Adventure Works Desk Lamp E1200 Silver","Home Appliances",60+,10,181.65
"The Phone Company Smart phones Unlocked International M800 Gold","Cell phones",60+,27,4839.55
"Contoso Bright Light battery E20 Black",Computers,60+,3,39.57
"A. Datum Advanced Digital Camera M300 Silver","Cameras and camcorders",60+,20,2022.92
"WWI LCD19W M100 White",Computers,60+,30,2996.73
"Contoso Water Heater 4.0GPM M1250 Blue","Home Appliances",60+,59,25953.81
"Proseware Photo Ink Jet Printer E290 Grey",Computers,60+,11,544.23
"MGS Age of Empires II Gold Edition E122","Games and Toys",60+,25,787.42
"Proseware Screen 80in E1010 Silver",Computers,60+,12,666.98
"The Phone Company PDA Phone Unlocked 3.7 inches M510 Black","Cell phones",60+,28,3236.84
"Fabrikam Business Videographer 1/2'' 3mm M500 Black","Cameras and camcorders",60+,13,6179.16
"Adventure Works Laptop16 M1601 Red",Computers,60+,25,8088.5
"Proseware LCD22 M2000 White",Computers,60+,21,8879.57
"SV 4GB Laptop Memory M65 Black",Computers,60+,5,206.97
"Proseware Laptop8.9 E089 Black",Computers,60+,18,2921.99
"The Phone Company Smart phones Unlocked M300 White","Cell phones",60+,17,2386.84
"Proseware Screen 85in E1010 Silver",Computers,60+,32,2344.99
"Proseware Duplex Scanner M200 Black",Computers,60+,16,1481.41
"Adventure Works Laptop19W X1980 White",Computers,60+,22,20899.78
"Contoso Microwave 1.5CuFt X0110 Red","Home Appliances",60+,7,3260.89
"SV Car Video LCD9.2W X9281 Silver","TV and Video",60+,6,3486.48
"Contoso Wireless Notebook Optical Mouse X205 Silver",Computers,60+,6,521.34
"A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange","Cameras and camcorders",60+,19,3804.63
"Contoso KSU-less key system M38 White","Cell phones",60+,22,304.15
"SV 8xDVD E130 Black","TV and Video",60+,17,450.16
"Contoso Digital Cameras Lightweight Tripod E316 White","Cameras and camcorders",60+,26,647.53
"NT Washer & Dryer 15.5in E1550 White","Home Appliances",60+,8,3293.61
"Contoso SLR Camera X144 Silver Grey","Cameras and camcorders",60+,22,9762.73
"Contoso Rubberized Skin BlackBerry E100 White","Cell phones",60+,59,424.09
"Adventure Works Laptop16 M1601 Blue",Computers,60+,26,9276.15
"MGS Impossible Creatures E114","Games and Toys",60+,16,216.67
"Fabrikam Microwave 1.5CuFt X1100 White","Home Appliances",60+,10,3781.26
"MGS Collector's M160","Games and Toys",60+,31,1254.7
"A. Datum Compact Digital Camera M200 Green","Cameras and camcorders",60+,13,761.37
"WWI Desk Lamp E120 Black","Home Appliances",60+,2,29.4
"Fabrikam Microwave 0.9CuFt E0900 Red","Home Appliances",60+,16,886.02
"Adventure Works Laptop15 M1501 Red",Computers,60+,29,10968.34
"Contoso Microwave 1.0CuFt E0110 Red","Home Appliances",60+,5,298.29
"Fabrikam Social Videographer 1/2'' 3mm E300 Black","Cameras and camcorders",60+,5,400.71
"Fabrikam SLR Camera X148 Silver Grey","Cameras and camcorders",60+,6,2635.92
"Contoso 4GB Flash MP3 Player E401 White",Audio,60+,23,943.48
"Litware Microwave 0.9CuFt E090 White","Home Appliances",60+,17,776.23
"WWI Screen 106in M1609 Black",Computers,60+,18,2368.14
"Litware Microwave 1.5CuFt X110 Grey","Home Appliances",60+,19,7778.32
"SV Car Video AM/FM E1000 Silver","TV and Video",60+,7,762.55
"Contoso Projector 480p M480 Black",Computers,60+,7,785.75
"Fabrikam Laptop8.9 E8002 Red",Computers,60+,30,4656.52
"Adventure Works Laptop15 M1501 White",Computers,60+,37,13620.17
"Contoso 16GB Mp5 Player M1600 Black",Audio,60+,41,3789.81
"Contoso Phone with Memory Dialing-2 lines E90 Grey","Cell phones",60+,13,98.55
"Contoso Home Theater System 5.1 Channel M1540 Silver","TV and Video",60+,2,508.74
"WWI Laptop15 M0150 Blue",Computers,60+,13,4908.28
"Litware Refrigerator 4.6CuFt E280 Orange","Home Appliances",60+,4,493.46
"Contoso Coffee Maker 12C M1000 Silver","Home Appliances",60+,6,1442.16
"Contoso ADSL Modem Splitter/Filter X 3 E300 Grey",Computers,60+,16,410
"The Phone Company PDA Palm 3.7 inch M830 White","Cell phones",60+,31,4873.75
"Proseware Photo smart All-in-One Printer M380 Black",Computers,60+,43,3296.59
"Contoso DVD 60 DVD Storage Binder L20 Silver","Music, Movies and Audio Books",60+,80,1184.04
"NT Wireless Bluetooth Stereo Headphones E302 Pink",Audio,60+,88,1972.68
"MGS Gears of War M170","Games and Toys",60+,57,2071.85
"MGS Zoo Tycoon Complete Collection2009 E150","Games and Toys",60+,13,233.97
"Contoso Water Heater 2.6GPM E0900 White","Home Appliances",60+,47,11226.44
"SV Rechargeable Bluetooth Notebook Mouse E80 White",Computers,60+,8,208.57
"Contoso Water Heater 4.3GPM M1250 Red","Home Appliances",60+,10,4586.04
"Contoso Projector 720p M620 Black",Computers,60+,7,2454.9
"SV Car Video AM/FM E1000 Black","TV and Video",60+,19,1853.26
"Proseware Air conditioner 6000BTU E180 Silver","Home Appliances",60+,9,712.4
"Fabrikam Coffee Maker 5C E090 Grey","Home Appliances",60+,29,2310.75
"WWI LCD20W M250 White",Computers,60+,13,1883.46
"A. Datum Point Shoot Digital Camera M500 Black","Cameras and camcorders",60+,13,1674.79
"Contoso Washer & Dryer 24in M240 Silver","Home Appliances",60+,8,7351.42
"Proseware Slim-Design Fax Machine with Answering System X180 White",Computers,60+,20,3205.5
"Contoso Single-line phones E10 Grey","Cell phones",60+,17,76.61
"Litware USB Durable Desk Soft Fan E1401 Red","Home Appliances",60+,10,136.18
"MGS Age of Empires II: The Age of Kings E126","Games and Toys",60+,21,538.09
"Proseware Scan Jet Digital Flat Bed Scanner M300 Black",Computers,60+,14,841.02
"Contoso Private Branch Exchange M88 Grey","Cell phones",60+,33,551.06
"Proseware High Speed Laser M2000 White",Computers,60+,17,2388.4
"Proseware Ink Jet Fax Machine E100 Grey",Computers,60+,4,138.02
"Fabrikam SLR Camera 35" X358 Blue","Cameras and camcorders",60+,10,2821.57
"A. Datum SLR Camera X138 Silver Grey","Cameras and camcorders",60+,16,6429.73
"A. Datum SLR Camera 35" M358 Blue","Cameras and camcorders",60+,5,758.4
"A. Datum SLR Camera M139 Gold","Cameras and camcorders",60+,20,3781.91
"Litware 92mm DBB Case Fan E1101 Silver","Home Appliances",60+,27,171.99
"Fabrikam Microwave 1.5CuFt X1100 Black","Home Appliances",60+,12,4957.66
"The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold","Cell phones",60+,21,2832.49
"Contoso Reserve Pen - Tablet Pen E200 Grey",Computers,60+,6,44.96
"MGS Dungeon 2007 E141","Games and Toys",60+,30,568.34
"SV Car Video TFT7 M7001 Brown","TV and Video",60+,22,3444.53
"Proseware LCD22W M2001 Black",Computers,60+,23,9940.62
"Adventure Works 52" LCD HDTV X590 White","TV and Video",60+,26,47387.3
"Fabrikam SLR Camera 35" X358 Black","Cameras and camcorders",60+,19,5541.92
"SV 500GB USB 2.0 Portable External Hard Drive X405 Blue",Computers,60+,9,955.63
"Fabrikam Coffee Maker 12C M100 Silver","Home Appliances",60+,9,2242.49
"SV 8xDVD E130 Silver","TV and Video",60+,43,1202.93
"Adventure Works Laptop15 M1501 Blue",Computers,60+,20,7187.53
"Fabrikam Social Videographer 1/2'' 3mm E300 Grey","Cameras and camcorders",60+,36,2772.56
"Contoso 2-Line Speakerphone M109 White","Cell phones",60+,40,776.55
"A. Datum Full Frame Digital Camera X300 Pink","Cameras and camcorders",60+,18,2732.73
"Fabrikam Microwave 1.5CuFt X1100 Blue","Home Appliances",60+,26,10122.87
"MGS Dungeon Siege X300","Games and Toys",60+,16,1340.02
"A. Datum SLR Camera 35" X358 Silver","Cameras and camcorders",60+,11,4726.38
"Fabrikam Microwave 1.0CuFt E1100 Blue","Home Appliances",60+,22,1793.68
"Litware Home Theater System 7.1 Channel X711 Black","TV and Video",60+,6,4354.42
"Fabrikam Trendsetter 1/2'' 3mm X300 Grey","Cameras and camcorders",60+,16,12014.03
"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Computers,60+,12,1014.09
"Proseware Projector 480p LCD12 White",Computers,60+,16,1772.21
"The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold","Cell phones",60+,36,5310.81
"Fabrikam SLR Camera M150 Orange","Cameras and camcorders",60+,23,4776.01
"A. Datum Rangefinder Digital Camera X200 Azure","Cameras and camcorders",60+,11,1379.22
"Litware Refrigerator 19CuFt M760 Silver","Home Appliances",60+,16,8173.72
"Contoso 8GB Clock & Radio MP3 Player X850 Green",Audio,60+,17,3222.39
"Adventure Works 32" LCD HDTV M130 White","TV and Video",60+,43,11035.54
"SV Car Video TFT7 M7001 Black","TV and Video",60+,8,1373.62
"Adventure Works 19" Portable LCD HDTV M110 Black","TV and Video",60+,39,5909.8
"The Phone Company Microsoft Windows Mobile M200 Grey","Cell phones",60+,31,3674.12
"Proseware Air conditioner 10000BTU M490 Red","Home Appliances",60+,5,1232.83
"WWI Wall Lamp E215 Blue","Home Appliances",60+,5,229.55
"The Phone Company PDA Palm 4.7 inch L850 Black","Cell phones",60+,19,4900.01
"Contoso 16GB New Generation MP5 Player M1650 White",Audio,60+,16,2018.81
"Fabrikam SLR Camera M149 Blue","Cameras and camcorders",60+,20,3363.57
"SV Keyboard E90 White",Computers,60+,2,47.42
"Fabrikam Social Videographer 1/3" 8.5mm E200 Orange","Cameras and camcorders",60+,21,1936.51
"Contoso 8GB Clock & Radio MP3 Player X850 Blue",Audio,60+,13,2473.51
